store_location_key,region,province,city,postal_code,banner,store_num
6948,"NA","ONTARIO","TORONTO","NA","6e36648",6948
2006,"NA","ONTARIO","OTTAWA","NA","dc35b695",2006
6925,"NA","ONTARIO","SUDBURY","NA","6e36648",6925
8212,"NA","ONTARIO","WELLAND","NA","6e36648",8212
8588,"NA","ALBERTA","EDMONTON","NA","235704e1",8588
8590,"NA","ONTARIO","LONDON","NA","235704e1",8590
8665,"NA","ONTARIO","TORONTO","NA","235704e1",8665
7213,"NA","ALBERTA","OLDS","NA","6e36648",7213
1784,"NA","ONTARIO","KITCHENER","NA","dc35b695",1784
6942,"NA","ONTARIO","TORONTO","NA","6e36648",6942
8192,"NA","ONTARIO","OTTAWA","NA","dc35b695",8192
8202,"NA","ONTARIO","HAMILTON","NA","6e36648",8202
6934,"NA","ONTARIO","KINGSTON","NA","6e36648",6934
8603,"NA","SASKATCHEWAN","SASKATOON","NA","235704e1",8603
8637,"NA","ALBERTA","FORT MCMURRAY","NA","235704e1",8637
8569,"NA","BRITISH COLUMBIA","COMOX","NA","235704e1",8569
7514,"NA","ALBERTA","EDMONTON","NA","6e36648",7514
1024,"NA","ONTARIO","GUELPH","NA","dc35b695",1024
6924,"NA","ONTARIO","BOLTON","NA","6e36648",6924
91,"NA","ONTARIO","ORLEANS","NA","dc35b695",91
6955,"NA","ONTARIO","SIOUX LOOKOUT","NA","6e36648",6955
8207,"NA","ONTARIO","ANCASTER","NA","6e36648",8207
8556,"NA","BRITISH COLUMBIA","SURREY","NA","235704e1",8556
8570,"NA","ALBERTA","EDMONTON","NA","235704e1",8570
8629,"NA","NOVA SCOTIA","SYDNEY","NA","235704e1",8629
7513,"NA","ALBERTA","DEVON","NA","6e36648",7513
612,"NA","ONTARIO","KITCHENER","NA","dc35b695",612
8161,"NA","ONTARIO","TORONTO","NA","6e36648",8161
8190,"NA","ONTARIO","OTTAWA","NA","dc35b695",8190
8205,"NA","ONTARIO","HAMILTON","NA","6e36648",8205
8216,"NA","ONTARIO","BRACEBRIDGE","NA","6e36648",8216
8507,"NA","ALBERTA","EDMONTON","NA","235704e1",8507
8517,"NA","ALBERTA","FT SASK","NA","235704e1",8517
8631,"NA","BRITISH COLUMBIA","VANCOUVER","NA","235704e1",8631
1791,"NA","ONTARIO","LONDON","NA","dc35b695",1791
158,"NA","ONTARIO","ETOBICOKE","NA","dc35b695",158
4821,"NA","MANITOBA","WINNIPEG","NA","dc35b695",4821
7111,"NA","BRITISH COLUMBIA","CHEMAINUS","NA","6e36648",7111
7117,"NA","BRITISH COLUMBIA","WHISTLER","NA","6e36648",7117
661,"NA","ONTARIO","RENFREW","NA","dc35b695",661
2097,"NA","ONTARIO","BURLINGTON","NA","dc35b695",2097
307,"NA","ONTARIO","TORONTO","NA","dc35b695",307
8129,"NA","ONTARIO","WINDSOR","NA","6e36648",8129
8102,"NA","ONTARIO","RICHMOND HILL","NA","6e36648",8102
1504,"NA","ONTARIO","OSHAWA","NA","dc35b695",1504
8126,"NA","ONTARIO","WINDSOR","NA","6e36648",8126
7269,"NA","ALBERTA","CANMORE","NA","6e36648",7269
6997,"NA","ONTARIO","TORONTO","NA","6e36648",6997
1743,"NA","ONTARIO","HAMILTON","NA","dc35b695",1743
7265,"NA","ALBERTA","EDMONTON","NA","6e36648",7265
8527,"NA","ALBERTA","LETHBRIDGE","NA","235704e1",8527
8664,"NA","ALBERTA","LEDUC","NA","235704e1",8664
7199,"NA","BRITISH COLUMBIA","VICTORIA","NA","6e36648",7199
2105,"NA","ONTARIO","LINDSAY","NA","dc35b695",2105
6929,"NA","ONTARIO","UXBRIDGE","NA","6e36648",6929
2485,"NA","ONTARIO","WATERLOO","NA","dc35b695",2485
2014,"NA","ONTARIO","OTTAWA","NA","dc35b695",2014
6928,"NA","ONTARIO","GERALDTON","NA","6e36648",6928
1941,"NA","ONTARIO","PEMBROKE","NA","dc35b695",1941
8666,"NA","ALBERTA","EDMONTON","NA","235704e1",8666
8612,"NA","ALBERTA","CALGARY","NA","235704e1",8612
8600,"NA","ALBERTA","ST. ALBERT","NA","235704e1",8600
224,"NA","ONTARIO","WILLOWDALE","NA","dc35b695",224
6910,"NA","ONTARIO","PETERBOROUGH","NA","6e36648",6910
6933,"NA","ONTARIO","MARKHAM","NA","6e36648",6933
385,"NA","ONTARIO","OTTAWA","NA","dc35b695",385
8153,"NA","ONTARIO","HANMER","NA","6e36648",8153
2261,"NA","ONTARIO","PICTON","NA","dc35b695",2261
8593,"NA","ALBERTA","CALGARY","NA","235704e1",8593
8531,"NA","ONTARIO","MAPLE","NA","235704e1",8531
8648,"NA","BRITISH COLUMBIA","NEW WESTMINSTER","NA","235704e1",8648
2238,"NA","ONTARIO","LINDSAY","NA","dc35b695",2238
8121,"NA","ONTARIO","LA SALLE","NA","6e36648",8121
7295,"NA","ALBERTA","STANDOFF","NA","6e36648",7295
8169,"NA","ONTARIO","CAMBRIDGE","NA","6e36648",8169
2080,"NA","ONTARIO","MISSISSAUGA","NA","dc35b695",2080
7312,"NA","SASKATCHEWAN","MOOSE JAW","NA","6e36648",7312
349,"NA","ONTARIO","PETAWAWA","NA","dc35b695",349
8572,"NA","NOVA SCOTIA","NEW GLASGOW","NA","235704e1",8572
9203,"NA","BRITISH COLUMBIA","WEST","NA","4d8ba31a",9203
7279,"NA","ALBERTA","MEDICINE HAT","NA","6e36648",7279
6995,"NA","ONTARIO","SCARBOROUGH","NA","6e36648",6995
8115,"NA","ONTARIO","AJAX","NA","6e36648",8115
1180,"NA","ONTARIO","MISSISSAUGA","NA","dc35b695",1180
6976,"NA","ONTARIO","IROQUOIS FALLS","NA","6e36648",6976
8214,"NA","ONTARIO","BRANTFORD","NA","6e36648",8214
8633,"NA","ONTARIO","SAULT STE. MARIE","NA","235704e1",8633
8571,"NA","ALBERTA","CALGARY","NA","235704e1",8571
8549,"NA","BRITISH COLUMBIA","VANCOUVER","NA","235704e1",8549
109,"NA","ONTARIO","SCARBOROUGH","NA","dc35b695",109
8191,"NA","ONTARIO","TORONTO","NA","dc35b695",8191
7288,"NA","ALBERTA","CALGARY","NA","6e36648",7288
8171,"NA","ONTARIO","GUELPH","NA","6e36648",8171
83,"NA","ONTARIO","MISSISSAUGA","NA","dc35b695",83
7239,"NA","ALBERTA","JASPER","NA","6e36648",7239
3137,"NA","ONTARIO","HAMILTON","NA","dc35b695",3137
8532,"NA","ONTARIO","TORONTO","NA","235704e1",8532
9501,"NA","NOVA SCOTIA","ATLANTIC","NA","4d8ba31a",9501
1446,"NA","ONTARIO","PICKERING","NA","dc35b695",1446
8131,"NA","ONTARIO","WINDSOR","NA","6e36648",8131
1028,"NA","ONTARIO","GUELPH","NA","dc35b695",1028
1453,"NA","ONTARIO","KANATA","NA","dc35b695",1453
6967,"NA","ONTARIO","SAULT STE. MARIE","NA","6e36648",6967
653,"NA","ONTARIO","DEEP RIVER","NA","dc35b695",653
8618,"NA","ONTARIO","DUNDAS","NA","235704e1",8618
8508,"NA","ALBERTA","CALGARY","NA","235704e1",8508
8650,"NA","ONTARIO","KITCHENER","NA","235704e1",8650
7254,"NA","ALBERTA","HINTON","NA","6e36648",7254
1248,"NA","ONTARIO","MAPLE","NA","dc35b695",1248
7517,"NA","ALBERTA","LETHBRIDGE","NA","6e36648",7517
7409,"NA","MANITOBA","STONEWALL","NA","6e36648",7409
8210,"NA","ONTARIO","HAMILTON","NA","6e36648",8210
216,"NA","ONTARIO","TORONTO","NA","dc35b695",216
8584,"NA","ALBERTA","BARRHEAD","NA","235704e1",8584
5102,"NA","ONTARIO","CHELMSFORD","NA","6e36648",5102
9605,"NA","ONTARIO","BELLEVILLE","NA","6e36648",9605
1768,"NA","ONTARIO","LONDON","NA","dc35b695",1768
844,"NA","ONTARIO","TORONTO","NA","dc35b695",844
7260,"NA","ALBERTA","CALGARY","NA","6e36648",7260
7136,"NA","BRITISH COLUMBIA","POWELL RIVER","NA","6e36648",7136
2188,"NA","ONTARIO","CALEDONIA","NA","dc35b695",2188
7307,"NA","SASKATCHEWAN","REGINA","NA","6e36648",7307
4986,"NA","MANITOBA","WINNIPEG","NA","dc35b695",4986
8522,"NA","MANITOBA","WINNIPEG","NA","235704e1",8522
5021,"NA","ONTARIO","KINGSTON","NA","b2e9116e",5021
9806,"NA","ALBERTA","CALGARY","NA","6e36648",9806
877,"NA","ONTARIO","SCARBOROUGH","NA","dc35b695",877
8163,"NA","ONTARIO","LONDON","NA","6e36648",8163
1289,"NA","ONTARIO","RICHMOND HILL","NA","dc35b695",1289
1255,"NA","ONTARIO","OTTAWA","NA","dc35b695",1255
6913,"NA","ONTARIO","KAPUSKASING","NA","6e36648",6913
654,"NA","ONTARIO","DEEP RIVER","NA","dc35b695",654
8658,"NA","NOVA SCOTIA","SYDNEY","NA","235704e1",8658
8560,"NA","BRITISH COLUMBIA","KELOWNA","NA","235704e1",8560
8576,"NA","NEW BRUNSWICK","TRACADIE-SHEILA","NA","235704e1",8576
410,"NA","ONTARIO","SCARBOROUGH","NA","dc35b695",410
8122,"NA","ONTARIO","LEAMINGTON","NA","6e36648",8122
7270,"NA","ALBERTA","CALGARY","NA","6e36648",7270
6970,"NA","ONTARIO","ORILLIA","NA","6e36648",6970
1040,"NA","ONTARIO","BURLINGTON","NA","dc35b695",1040
7245,"NA","ALBERTA","DRAYTON VALLEY","NA","6e36648",7245
8511,"NA","ALBERTA","CALGARY","NA","235704e1",8511
8640,"NA","BRITISH COLUMBIA","SUREY","NA","235704e1",8640
7298,"NA","ALBERTA","EDMONTON","NA","6e36648",7298
1727,"NA","ONTARIO","LONDON","NA","dc35b695",1727
2360,"NA","ONTARIO","ALLISTON","NA","dc35b695",2360
4978,"NA","MANITOBA","WINNIPEG","NA","dc35b695",4978
7126,"NA","BRITISH COLUMBIA","VICTORIA","NA","6e36648",7126
7169,"NA","BRITISH COLUMBIA","SURREY","NA","6e36648",7169
7155,"NA","BRITISH COLUMBIA","SURREY","NA","6e36648",7155
927,"NA","ONTARIO","TORONTO","NA","dc35b695",927
2907,"NA","NOVA SCOTIA","DARTMOUTH","NA","dc35b695",2907
5098,"NA","ONTARIO","TORONTO","NA","b2e9116e",5098
9650,"NA","ONTARIO","TORONTO","NA","6e36648",9650
406,"NA","ONTARIO","SCARBOROUGH","NA","dc35b695",406
6914,"NA","ONTARIO","SARNIA","NA","6e36648",6914
778,"NA","ONTARIO","DURHAM","NA","dc35b695",778
6919,"NA","ONTARIO","CHESLEY","NA","6e36648",6919
6950,"NA","ONTARIO","VAL CARON","NA","6e36648",6950
7294,"NA","ALBERTA","EDMONTON","NA","6e36648",7294
8607,"NA","ALBERTA","CALGARY","NA","235704e1",8607
8521,"NA","SASKATCHEWAN","SASKATOON","NA","235704e1",8521
8518,"NA","ONTARIO","TORONTO","NA","235704e1",8518
984,"NA","ONTARIO","BRAMPTON","NA","dc35b695",984
4870,"NA","MANITOBA","WINNIPEG","NA","dc35b695",4870
7240,"NA","ALBERTA","HIGH RIVER","NA","6e36648",7240
7162,"NA","BRITISH COLUMBIA","NEW WESTMINISTER","NA","6e36648",7162
2352,"NA","ONTARIO","COLLINGWOOD","NA","dc35b695",2352
2279,"NA","ONTARIO","TORONTO","NA","dc35b695",2279
1636,"NA","ONTARIO","BELLEVILLE","NA","dc35b695",1636
6968,"NA","ONTARIO","OTTAWA","NA","6e36648",6968
7252,"NA","ALBERTA","EDMONTON","NA","6e36648",7252
901,"NA","ONTARIO","SCARBOROUGH","NA","dc35b695",901
6901,"NA","ONTARIO","WOODSTOCK","NA","6e36648",6901
323,"NA","ONTARIO","KITCHENER","NA","dc35b695",323
1149,"NA","ONTARIO","NEPEAN","NA","dc35b695",1149
6904,"NA","ONTARIO","TIMMINS","NA","6e36648",6904
7509,"NA","ALBERTA","NW EDMONTON","NA","6e36648",7509
8586,"NA","ALBERTA","SHERWOOD PARK","NA","235704e1",8586
8657,"NA","SASKATCHEWAN","REGINA","NA","235704e1",8657
8642,"NA","ALBERTA","CALGARY","NA","235704e1",8642
364,"NA","ONTARIO","CHATHAM","NA","dc35b695",364
891,"NA","ONTARIO","TORONTO","NA","dc35b695",891
4824,"NA","MANITOBA","WINNIPEG","NA","dc35b695",4824
7125,"NA","BRITISH COLUMBIA","VICTORIA","NA","6e36648",7125
7168,"NA","BRITISH COLUMBIA","SECHELT","NA","6e36648",7168
7301,"NA","SASKATCHEWAN","SWIFT CURRENT","NA","6e36648",7301
1271,"NA","ONTARIO","NORTH BAY","NA","dc35b695",1271
8599,"NA","ALBERTA","CALGARY","NA","235704e1",8599
5024,"NA","ONTARIO","LONDON","NA","b2e9116e",5024
7113,"NA","BRITISH COLUMBIA","ABBOTSFORD","NA","6e36648",7113
11,"NA","ONTARIO","NORTH BAY","NA","dc35b695",11
1974,"NA","ONTARIO","TORONTO","NA","dc35b695",1974
7286,"NA","ALBERTA","OKOTOKS","NA","6e36648",7286
6952,"NA","ONTARIO","BARRIE","NA","6e36648",6952
1800,"NA","ONTARIO","NIAGARA FALLS","NA","dc35b695",1800
7317,"NA","SASKATCHEWAN","GRAVELBOURG","NA","6e36648",7317
4929,"NA","MANITOBA","WINNIPEG","NA","dc35b695",4929
8634,"NA","ONTARIO","WHITBY","NA","235704e1",8634
9402,"NA","ONTARIO","TORONTO","NA","4d8ba31a",9402
1602,"NA","ONTARIO","PICKERING","NA","dc35b695",1602
8128,"NA","ONTARIO","WINDSOR","NA","6e36648",8128
7273,"NA","ALBERTA","MEDICINE HAT","NA","6e36648",7273
6998,"NA","ONTARIO","RICHMOND HILL","NA","6e36648",6998
2089,"NA","ONTARIO","BURLINGTON","NA","dc35b695",2089
7210,"NA","ALBERTA","WESTLOCK","NA","6e36648",7210
8583,"NA","ONTARIO","SCARBOROUGH","NA","235704e1",8583
8509,"NA","ALBERTA","PEACE RIVER","NA","235704e1",8509
7140,"NA","BRITISH COLUMBIA","VICTORIA","NA","6e36648",7140
1705,"NA","ONTARIO","AJAX","NA","dc35b695",1705
8125,"NA","ONTARIO","CHATHAM","NA","6e36648",8125
1776,"NA","ONTARIO","KITCHENER","NA","dc35b695",1776
6926,"NA","ONTARIO","ELLIOT LAKE","NA","6e36648",6926
6915,"NA","ONTARIO","SUDBURY","NA","6e36648",6915
7503,"NA","ALBERTA","EDMONTON","NA","6e36648",7503
8510,"NA","ALBERTA","EDMONTON","NA","235704e1",8510
8597,"NA","ONTARIO","GUELPH","NA","235704e1",8597
8574,"NA","NEW BRUNSWICK","MONCTON","NA","235704e1",8574
1701,"NA","ONTARIO","AJAX","NA","dc35b695",1701
6978,"NA","ONTARIO","RICHMOND HILL","NA","6e36648",6978
414,"NA","ONTARIO","OTTAWA","NA","dc35b695",414
1454,"NA","ONTARIO","KANATA","NA","dc35b695",1454
8182,"NA","ONTARIO","SUDBURY","NA","6e36648",8182
1008,"NA","ONTARIO","TRENTON","NA","dc35b695",1008
8537,"NA","ONTARIO","TORONTO","NA","235704e1",8537
8652,"NA","NEW BRUNSWICK","MONCTON","NA","235704e1",8652
8616,"NA","ONTARIO","SASKATOON","NA","235704e1",8616
7246,"NA","ALBERTA","EDMONTON","NA","6e36648",7246
1719,"NA","ONTARIO","KINCARDINE","NA","dc35b695",1719
8141,"NA","ONTARIO","TORONTO","NA","6e36648",8141
1545,"NA","ONTARIO","OTTAWA","NA","dc35b695",1545
8195,"NA","ONTARIO","TORONTO","NA","6e36648",8195
6946,"NA","ONTARIO","HAMILTON","NA","6e36648",6946
8503,"NA","ALBERTA","EDMONTON","NA","235704e1",8503
8505,"NA","ALBERTA","EDMONTON","NA","235704e1",8505
8591,"NA","ONTARIO","OSHAWA","NA","235704e1",8591
7272,"NA","ALBERTA","RED DEER","NA","6e36648",7272
1461,"NA","ONTARIO","KITCHENER","NA","dc35b695",1461
8164,"NA","ONTARIO","TORONTO","NA","6e36648",8164
1487,"NA","ONTARIO","OTTAWA","NA","dc35b695",1487
8211,"NA","ONTARIO","HAMILTON","NA","6e36648",8211
8206,"NA","ONTARIO","SMITHVILLE","NA","6e36648",8206
8563,"NA","BRITISH COLUMBIA","SOUTH SURREY","NA","235704e1",8563
8613,"NA","ONTARIO","COBOURG","NA","235704e1",8613
8647,"NA","ONTARIO","SARINA","NA","235704e1",8647
1790,"NA","ONTARIO","LONDON","NA","dc35b695",1790
48,"NA","ONTARIO","TORONTO","NA","dc35b695",48
7238,"NA","ALBERTA","EDMONTON","NA","6e36648",7238
7129,"NA","BRITISH COLUMBIA","VICTORIA","NA","6e36648",7129
203,"NA","ONTARIO","HAMILTON","NA","dc35b695",203
7297,"NA","NORTHWEST TERRITORY","INUVIK","NA","6e36648",7297
3111,"NA","ONTARIO","OAKVILLE","NA","dc35b695",3111
8651,"NA","ALBERTA","RED DEER","NA","235704e1",8651
5020,"NA","ONTARIO","HAMILTON","NA","b2e9116e",5020
9803,"NA","ALBERTA","CALGARY","NA","6e36648",9803
7516,"NA","ALBERTA","WAINWRIGHT","NA","6e36648",7516
182,"NA","ONTARIO","TORONTO","NA","dc35b695",182
6992,"NA","ONTARIO","TORONTO","NA","6e36648",6992
2204,"NA","ONTARIO","KANATA","NA","dc35b695",2204
8144,"NA","ONTARIO","ELLIOT LAKE","NA","6e36648",8144
8209,"NA","ONTARIO","DUNNVILLE","NA","6e36648",8209
8645,"NA","ONTARIO","BURLINGTON","NA","235704e1",8645
8627,"NA","ONTARIO","WOODBRIDGE","NA","235704e1",8627
8585,"NA","ALBERTA","EDMONTON","NA","235704e1",8585
2246,"NA","ONTARIO","AJAX","NA","dc35b695",2246
8124,"NA","ONTARIO","WINDSOR","NA","6e36648",8124
2477,"NA","ONTARIO","KITCHENER","NA","dc35b695",2477
679,"NA","ONTARIO","NEPEAN","NA","dc35b695",679
8155,"NA","ONTARIO","PARRY SOUND","NA","6e36648",8155
7501,"NA","ALBERTA","WESTLOCK","NA","6e36648",7501
8578,"NA","ALBERTA","CALGARYN","NA","235704e1",8578
8601,"NA","NEWFOUNDLAND","GANDER","NA","235704e1",8601
8610,"NA","ONTARIO","CALEDONIA","NA","235704e1",8610
7229,"NA","ALBERTA","EDMONTON","NA","6e36648",7229
2055,"NA","ONTARIO","TORONTO","NA","dc35b695",2055
8166,"NA","ONTARIO","TORONTO","NA","6e36648",8166
205,"NA","ONTARIO","HAMILTON","NA","dc35b695",205
8204,"NA","ONTARIO","HAMILTON","NA","6e36648",8204
8132,"NA","ONTARIO","CARDINAL","NA","6e36648",8132
8619,"NA","NEW BRUNSWICK","MONCTON","NA","235704e1",8619
8653,"NA","BRITISH COLUMBIA","PORT ALBERNI","NA","235704e1",8653
8605,"NA","QUEBEC","LAMEQUE","NA","235704e1",8605
34,"NA","ONTARIO","NORTH BAY","NA","dc35b695",34
795,"NA","ONTARIO","TORONTO","NA","dc35b695",795
7280,"NA","ALBERTA","MILK RIVER","NA","6e36648",7280
7187,"NA","BRITISH COLUMBIA","COURTENAY","NA","6e36648",7187
201,"NA","ONTARIO","DUNDAS","NA","dc35b695",201
7313,"NA","SASKATCHEWAN","MELFORT","NA","6e36648",7313
1578,"NA","ONTARIO","GUELPH","NA","dc35b695",1578
8562,"NA","ONTARIO","OTTAWA","NA","235704e1",8562
5022,"NA","ONTARIO","ST. CATHARINES","NA","b2e9116e",5022
9802,"NA","ALBERTA","EDMONTON","NA","6e36648",9802
7248,"NA","ALBERTA","EDMONTON","NA","6e36648",7248
2295,"NA","ONTARIO","ORILLIA","NA","dc35b695",2295
6979,"NA","ONTARIO","TORONTO","NA","6e36648",6979
7179,"NA","BRITISH COLUMBIA","PENTICTION","NA","6e36648",7179
6969,"NA","ONTARIO","NEPEAN","NA","6e36648",6969
845,"NA","ONTARIO","TORONTO","NA","dc35b695",845
8566,"NA","BRITISH COLUMBIA","KAMLOOPS","NA","235704e1",8566
6906,"NA","ONTARIO","LONDON","NA","6e36648",6906
2048,"NA","ONTARIO","MISSISSAUGA","NA","dc35b695",2048
7296,"NA","ALBERTA","EDMONTON","NA","6e36648",7296
1081,"NA","ONTARIO","GUELPH","NA","dc35b695",1081
8183,"NA","ONTARIO","STAYNER","NA","6e36648",8183
7402,"NA","MANITOBA","WINNIPEG","NA","6e36648",7402
8151,"NA","ONTARIO","ORLEANS","NA","6e36648",8151
3905,"NA","NOVA SCOTIA","HALIFAX","NA","dc35b695",3905
8614,"NA","ONTARIO","ST.GEORGE","NA","235704e1",8614
7306,"NA","SASKATCHEWAN","SASKATOON","NA","6e36648",7306
3996,"NA","ONTARIO","RICHMOND HILL","NA","dc35b695",3996
7271,"NA","ALBERTA","RED DEER","NA","6e36648",7271
1378,"NA","ONTARIO","BARRIE","NA","dc35b695",1378
8139,"NA","ONTARIO","TORONTO","NA","6e36648",8139
7109,"NA","BRITISH COLUMBIA","VANDERHOOF","NA","6e36648",7109
6983,"NA","ONTARIO","MISSISSAUGA","NA","6e36648",6983
8160,"NA","ONTARIO","BELLEVILLE","NA","6e36648",8160
8526,"NA","ALBERTA","CALGARY","NA","235704e1",8526
455,"NA","ONTARIO","LEAMINGTON","NA","dc35b695",455
7156,"NA","BRITISH COLUMBIA","VANCOUVER","NA","6e36648",7156
7261,"NA","ALBERTA","EDMONTON","NA","6e36648",7261
1370,"NA","ONTARIO","BARRIE","NA","dc35b695",1370
8110,"NA","ONTARIO","RICHMOND HILL","NA","6e36648",8110
7410,"NA","MANITOBA","BEAUSEJOUR","NA","6e36648",7410
8186,"NA","ONTARIO","KANATA","NA","6e36648",8186
1065,"NA","ONTARIO","LONDON","NA","dc35b695",1065
8512,"NA","SASKATCHEWAN","REGINA","NA","235704e1",8512
5106,"NA","ONTARIO","PETROLIA","NA","6e36648",5106
3988,"NA","NEW BRUNSWICK","ST. JOHN","NA","dc35b695",3988
7232,"NA","ALBERTA","EDMONTON","NA","6e36648",7232
1313,"NA","ONTARIO","RICHMOND HILL","NA","dc35b695",1313
8179,"NA","ONTARIO","TORONTO","NA","6e36648",8179
1917,"NA","ONTARIO","OTTAWA","NA","dc35b695",1917
6941,"NA","ONTARIO","TORONTO","NA","6e36648",6941
8215,"NA","ONTARIO","WELLAND","NA","6e36648",8215
8628,"NA","ONTARIO","LONDON","NA","235704e1",8628
8646,"NA","SASKATCHEWAN","SASKATOON","NA","235704e1",8646
8551,"NA","ONTARIO","ORLEANS","NA","235704e1",8551
7247,"NA","ALBERTA","EDMONTON","NA","6e36648",7247
1396,"NA","ONTARIO","BARRIE","NA","dc35b695",1396
8142,"NA","ONTARIO","TORONTO","NA","6e36648",8142
1610,"NA","ONTARIO","WELLAND","NA","dc35b695",1610
6918,"NA","ONTARIO","TORONTO","NA","6e36648",6918
6932,"NA","ONTARIO","PERTH","NA","6e36648",6932
8615,"NA","SASKATCHEWAN","SASKATOON","NA","235704e1",8615
8649,"NA","ALBERTA","EDMONTON","NA","235704e1",8649
8581,"NA","ALBERTA","CALGARY","NA","235704e1",8581
919,"NA","ONTARIO","SCARBOROUGH","NA","dc35b695",919
6977,"NA","ONTARIO","LONDON","NA","6e36648",6977
7243,"NA","ALBERTA","CALGARY","NA","6e36648",7243
6917,"NA","ONTARIO","KITCHENER","NA","6e36648",6917
3468,"NA","ONTARIO","BRAMPTON","NA","dc35b695",3468
7204,"NA","ALBERTA","FOX CREEK","NA","6e36648",7204
174,"NA","ONTARIO","TORONTO","NA","dc35b695",174
8564,"NA","ONTARIO","STONEY CREEK","NA","235704e1",8564
9202,"NA","ONTARIO","TORONTO","NA","4d8ba31a",9202
7230,"NA","ALBERTA","EDMONTON","NA","6e36648",7230
2469,"NA","ONTARIO","WATERLOO","NA","dc35b695",2469
8175,"NA","ONTARIO","TORONTO","NA","6e36648",8175
1362,"NA","ONTARIO","OTTAWA","NA","dc35b695",1362
6964,"NA","ONTARIO","MILTON","NA","6e36648",6964
8213,"NA","ONTARIO","ST. CATHARINES","NA","6e36648",8213
8668,"NA","BRITISH COLUMBIA","QUALICUM BEACH","NA","235704e1",8668
8670,"NA","NOVA SCOTIA","LOWER SACKVILLE","NA","235704e1",8670
8587,"NA","PRINCE EDWARD ISLAND","SUMMERSIDE","NA","235704e1",8587
7316,"NA","SASKATCHEWAN","MELVILLE","NA","6e36648",7316
2337,"NA","ONTARIO","ORANGEVILLE","NA","dc35b695",2337
6991,"NA","ONTARIO","TORONTO","NA","6e36648",6991
398,"NA","ONTARIO","OTTAWA","NA","dc35b695",398
8149,"NA","ONTARIO","VAUGHAN","NA","6e36648",8149
6907,"NA","ONTARIO","WELLAND","NA","6e36648",6907
8636,"NA","NEW BRUNSWICK","DIEPPE","NA","235704e1",8636
8662,"NA","NOVA SCOTIA","HALIFAX","NA","235704e1",8662
8575,"NA","BRITISH COLUMBIA","SECHELT","NA","235704e1",8575
7510,"NA","ALBERTA","SPIRIT RIVER","NA","6e36648",7510
3848,"NA","ONTARIO","TORONTO","NA","dc35b695",3848
8138,"NA","ONTARIO","COLLINGWOOD","NA","6e36648",8138
7403,"NA","MANITOBA","WINNIPEG","NA","6e36648",7403
8136,"NA","ONTARIO","OTTAWA","NA","6e36648",8136
3129,"NA","ONTARIO","KITCHENER","NA","dc35b695",3129
8536,"NA","ONTARIO","WILLOWDALE","NA","235704e1",8536
5110,"NA","ALBERTA","WESTLOCK","NA","6e36648",5110
9201,"NA","PRINCE EDWARD ISLAND","MARITIMES","NA","4d8ba31a",9201
7242,"NA","ALBERTA","PINCHER CREEK","NA","6e36648",7242
3061,"NA","ONTARIO","WATERLOO","NA","dc35b695",3061
8156,"NA","ONTARIO","KESWICK","NA","6e36648",8156
7127,"NA","BRITISH COLUMBIA","VICTORIA","NA","6e36648",7127
6971,"NA","ONTARIO","MANOTICK","NA","6e36648",6971
3822,"NA","ONTARIO","TORONTO","NA","dc35b695",3822
8598,"NA","ALBERTA","EDMONTON","NA","235704e1",8598
5108,"NA","ALBERTA","DEVON","NA","6e36648",5108
1910,"NA","ONTARIO","AMHERSTBURG","NA","dc35b695",1910
1628,"NA","ONTARIO","SAULT STE MARIE","NA","dc35b695",1628
943,"NA","ONTARIO","TORONTO","NA","dc35b695",943
7281,"NA","ALBERTA","CALGARY","NA","6e36648",7281
7191,"NA","BRITISH COLUMBIA","NANAIMO","NA","6e36648",7191
2451,"NA","ONTARIO","THOROLD","NA","dc35b695",2451
7308,"NA","SASKATCHEWAN","REGINA","NA","6e36648",7308
3814,"NA","ONTARIO","LONDON","NA","dc35b695",3814
8594,"NA","ALBERTA","CALGARY","NA","235704e1",8594
5001,"NA","ONTARIO","BRAMPTON","NA","b2e9116e",5001
9804,"NA","ALBERTA","CALGARY","NA","6e36648",9804
7226,"NA","ALBERTA","BEAUMONT","NA","6e36648",7226
752,"NA","ONTARIO","NORTH YORK","NA","dc35b695",752
6981,"NA","ONTARIO","TORONTO","NA","6e36648",6981
7103,"NA","BRITISH COLUMBIA","VICTORIA","NA","6e36648",7103
8157,"NA","ONTARIO","OTTAWA","NA","6e36648",8157
3806,"NA","ONTARIO","TORONTO","NA","dc35b695",3806
8582,"NA","ONTARIO","LONDON","NA","235704e1",8582
6965,"NA","ONTARIO","OTTAWA","NA","6e36648",6965
1735,"NA","ONTARIO","LONDON","NA","dc35b695",1735
7253,"NA","ALBERTA","EDMONTON","NA","6e36648",7253
125,"NA","ONTARIO","TORONTO","NA","dc35b695",125
6990,"NA","ONTARIO","TORONTO","NA","6e36648",6990
1826,"NA","ONTARIO","WATERFORD","NA","dc35b695",1826
8208,"NA","ONTARIO","HAMILTON","NA","6e36648",8208
6943,"NA","ONTARIO","CAMPBELLFORD","NA","6e36648",6943
8639,"NA","BRITISH COLUMBIA","VANCOUVER","NA","235704e1",8639
4911,"NA","MANITOBA","WINNIPEG","NA","dc35b695",4911
8621,"NA","BRITISH COLUMBIA","VANCOUVER","NA","235704e1",8621
