collector_key,trans_dt,store_location_key,product_key,sales,units,trans_key
-1,11/23/2015,8142,5901425249,88.63,1,4.48878E+24
-1,10/15/2015,8142,1E+15,7.32,1,4.29498E+24
-1,12/14/2015,8142,41410000215,24.92,1,1.76801E+25
-1,11/14/2015,8142,5849689657,8.53,1,1.75452E+26
-1,7/31/2015,8142,77105860241,7.1,1,3.92718E+24
-1,7/27/2015,8142,5621945531,25.79,1,3.04808E+24
-1,9/22/2015,8142,1011903223,15.65,1,1.72972E+25
-1,12/26/2015,8142,1E+15,0,1,3.65558E+25
-1,9/9/2015,8142,6120022713,6.21,1,3.19988E+23
-1,7/21/2015,8142,77105810396,27.57,1,3.87578E+24
-1,11/6/2015,8142,1E+15,98.24,1,4.41718E+24
-1,4/16/2015,8142,5650008806,25.79,1,1.67249E+26
-1,4/8/2015,8142,5559944015,24.01,1,2.60018E+25
-1,12/2/2015,8142,77105890003,2.12,1,1.76285E+26
-1,5/23/2015,8142,6723822154,10.66,1,1.68216E+26
-1,11/12/2015,8142,77105840087,13.87,1,3.46868E+24
-1,12/1/2015,8142,77105810751,15.11,1,1.76177E+25
-1,5/16/2015,8142,4138885019,9.77,1,2.77218E+25
-1,7/7/2015,8142,66573000615,12.09,1,1.69942E+26
-1,11/10/2015,8142,4138822061,6.75,1,1.75238E+26
-1,5/22/2015,8142,30521905100,6.21,1,2.79388E+25
-1,4/18/2015,8142,1E+15,0,1,1.67343E+26
1.4112E+11,6/26/2015,8142,72047308091,9.77,1,1.69477E+26
-1,11/5/2015,8142,5835451071,7.64,1,3.43418E+24
-1,10/28/2015,8142,1E+15,7.32,1,4.36658E+24
-1,12/21/2015,8142,5621991016,12.44,1,1.77155E+25
-1,7/25/2015,8142,1E+15,0,3,3.89888E+24
-1,9/3/2015,8142,77105810239,22.23,1,4.10088E+24
-1,10/7/2015,8142,1E+15,0,1,4.25488E+24
-1,10/21/2015,8142,80490600302,5.34,1,3.39088E+24
-1,5/6/2015,8142,5980000021,6.37,2,2.72648E+25
-1,6/4/2015,8142,1E+15,0,1,3.63238E+24
-1,12/29/2015,8142,1E+15,7.32,1,4.65608E+24
-1,5/28/2015,8142,77105810906,30.24,1,3.59728E+24
-1,9/10/2015,8142,77105810488,19.56,1,1.72465E+26
-1,12/31/2015,8142,1E+15,30.92,1,4.66858E+24
-1,12/13/2015,8142,1E+15,0,1,1.76788E+26
-1,9/14/2015,8142,77105806498,20.45,1,3.22748E+25
-1,10/5/2015,8142,5610030000,12.98,1,1.73599E+26
-1,5/27/2015,8142,78616265003,5.32,1,2.81888E+24
-1,7/3/2015,8142,1E+15,0,1,3.78638E+24
-1,12/6/2015,8142,1E+15,7.32,1,4.55528E+24
-1,11/3/2015,8142,3700022202,8.53,1,3.42808E+24
-1,7/15/2015,8142,6260096218,34.69,1,2.99688E+25
-1,4/23/2015,8142,1E+15,28.27,4,3.40688E+24
-1,6/29/2015,8142,6454131985,48.04,1,3.76778E+24
-1,3/31/2015,8142,1E+15,48.63,1,3.27838E+24
-1,9/6/2015,8142,1E+15,0,1,4.11378E+24
-1,9/15/2015,8142,5621997010,24.01,1,3.22898E+24
-1,10/28/2015,8142,1E+15,26.98,1,4.36518E+24
-1,11/6/2015,8142,7010316000,16.89,1,1.75086E+26
-1,6/12/2015,8142,1E+15,0,1,3.67828E+24
-1,8/7/2015,8142,1E+15,4.97,1,3.95638E+24
1.41232E+11,4/15/2015,8142,6210700430,22.23,1,2.63168E+25
1.41218E+11,4/26/2015,8142,77105890007,0.87,1,1.67526E+26
-1,10/3/2015,8142,1E+15,0,1,3.32208E+25
-1,11/21/2015,8142,7485164552,6.21,1,1.75712E+26
1.41218E+11,12/16/2015,8142,6132834208,14.22,1,3.60568E+24
-1,9/18/2015,8142,1E+15,0,1,1.72766E+26
-1,5/22/2015,8142,5610010167,4.97,1,2.79728E+25
-1,12/18/2015,8142,6302351737,11.57,1,1.77047E+26
-1,9/26/2015,8142,72047319172,11.55,1,3.28768E+25
-1,6/26/2015,8142,1E+15,0,1,3.75178E+24
-1,8/19/2015,8142,77105840315,32.02,1,1.71316E+25
-1,10/2/2015,8142,1E+15,0,1,4.23458E+24
-1,10/21/2015,8142,6210000158,6.03,1,3.39108E+24
-1,4/21/2015,8142,1E+15,0,2,3.39658E+24
-1,11/14/2015,8142,77105890011,14.22,1,1.75443E+26
-1,12/30/2015,8142,72474200828,16,1,1.77539E+26
-1,1/24/2016,8142,6120022503,3.54,1,1.78496E+26
-1,6/9/2015,8142,77105810101,25.79,1,1.68835E+26
-1,4/28/2015,8142,7417043207,31.13,1,1.67556E+26
1.34541E+11,6/12/2015,8142,1E+15,0,1,1.68972E+26
-1,4/30/2015,8142,77105880125,1.76,1,2.69558E+25
1.39486E+11,6/16/2015,8142,80490600305,5.34,1,2.88048E+24
-1,12/29/2015,8142,6700000463,5.32,1,3.66478E+25
-1,5/25/2015,8142,6120008445,3.36,1,2.80618E+23
-1,10/27/2015,8142,77105890009,14.22,1,1.74559E+26
-1,10/1/2015,8142,1E+15,0,1,4.22568E+24
-1,12/8/2015,8142,6210700502,27.57,1,4.56188E+24
-1,7/23/2015,8142,4319438205,9.77,1,3.03758E+24
-1,6/15/2015,8142,7485164552,6.21,1,2.87958E+25
-1,9/10/2015,8142,1E+15,3.56,1,1.72477E+26
1.39521E+11,4/9/2015,8142,5854201022,17.78,1,3.32728E+24
-1,11/2/2015,8142,5800031206,6.21,1,1.74856E+25
-1,10/19/2015,8142,1E+15,6,1,4.31188E+24
-1,8/29/2015,8142,1E+15,0,1,4.07618E+24
-1,8/28/2015,8142,1E+15,0,1,3.15088E+24
-1,8/8/2015,8142,80490600302,5.34,1,1.71069E+26
-1,11/13/2015,8142,1E+15,0,1,4.44858E+24
1.41161E+11,4/1/2015,8142,69907370825,153.06,1,3.28938E+24
-1,11/16/2015,8142,3700007100,11.2,1,3.48258E+25
1.37264E+11,5/22/2015,8142,7418228823,14.76,1,2.79368E+25
-1,9/25/2015,8142,80490600201,3.56,1,1.73137E+26
-1,10/6/2015,8142,77105810160,12.09,1,1.73645E+26
1.34593E+11,8/8/2015,8142,1E+15,0,1,3.08998E+25
-1,4/24/2015,8142,5621933210,31.13,1,1.67446E+26
1.39479E+11,10/8/2015,8142,5770062293,3.19,1,3.34078E+24
-1,9/19/2015,8142,62879105171,74.74,1,4.17418E+24
-1,7/14/2015,8142,6464207243,56.94,1,2.99008E+24
1.37314E+11,12/18/2015,8142,3600011974,8.53,1,3.61638E+24
-1,6/26/2015,8142,1E+15,0,1,1.69494E+26
-1,12/2/2015,8142,1E+15,68.16,1,4.53348E+24
-1,12/21/2015,8142,80490600502,17.8,2,3.62878E+24
-1,1/29/2016,8142,80490600302,5.34,1,3.78808E+24
-1,6/12/2015,8142,1E+15,0,1,3.67798E+24
-1,5/19/2015,8142,4620000175,19.56,1,1.68088E+26
-1,5/14/2015,8142,5650035990,40.92,1,2.76008E+25
-1,1/21/2016,8142,1E+15,0,1,4.76158E+24
-1,6/30/2015,8142,1E+15,0,1,3.77688E+24
-1,9/3/2015,8142,77105860286,7.1,1,3.18108E+24
1.41237E+11,12/21/2015,8142,6170090028,48.04,1,1.77157E+25
-1,6/22/2015,8142,1E+15,7.32,1,3.72898E+24
-1,7/31/2015,8142,5854203005,10.13,1,3.92818E+24
-1,9/9/2015,8142,1E+15,1.78,1,1.724E+26
-1,10/1/2015,8142,1E+15,21.34,1,4.23008E+24
-1,8/21/2015,8142,1E+15,0,1,4.03638E+24
-1,11/5/2015,8142,77105890009,14.22,1,3.43418E+24
-1,9/9/2015,8142,77131300531,24.9,1,4.12488E+24
-1,5/1/2015,8142,1E+15,0,1,2.70258E+25
-1,4/18/2015,8142,5610000085,3.01,1,2.63928E+24
-1,8/17/2015,8142,1E+15,0,1,4.00858E+24
-1,11/26/2015,8142,1E+15,0,1,4.50458E+24
-1,11/5/2015,8142,6210000000,5.32,1,1.75049E+26
1.4116E+11,4/30/2015,8142,77105810793,10.31,1,2.69708E+25
-1,12/27/2015,8142,7830007015,18.67,1,1.77389E+26
-1,11/21/2015,8142,35388500978,151.28,1,4.48218E+24
-1,8/30/2015,8142,41410000221,17.36,1,1.7207E+26
-1,8/30/2015,8142,6260096255,24.9,1,4.07838E+24
-1,5/19/2015,8142,6210708470,35.58,1,1.68096E+26
-1,11/12/2015,8142,77105890003,2.12,1,3.46968E+24
1.37769E+11,10/7/2015,8142,72047356916,4.08,1,1.73728E+26
-1,10/3/2015,8142,3700066116,13.33,1,3.32058E+25
-1,10/25/2015,8142,77105840235,3.19,1,1.7446E+26
-1,6/16/2015,8142,77355200002,5.34,1,2.88068E+24
-1,10/6/2015,8142,1E+15,7.32,1,4.24958E+23
-1,4/17/2015,8142,77010344777,12.98,1,2.63658E+23
-1,4/25/2015,8142,1204404026,17.78,1,2.67378E+24
1.42807E+11,10/28/2015,8142,5899700005,4.97,1,1.74595E+25
1.37774E+11,5/7/2015,8142,77105811035,19.56,1,2.73158E+25
-1,12/30/2015,8142,5800031206,6.21,1,3.67268E+24
-1,12/30/2015,8142,1E+15,7.32,1,4.65958E+23
-1,1/30/2016,8142,77105840056,21.34,1,3.79518E+25
-1,7/5/2015,8142,8307811115,8.53,1,1.69811E+26
-1,8/26/2015,8142,3700047336,18.67,1,1.71918E+26
-1,9/1/2015,8142,77105860134,7.1,1,3.16748E+24
-1,7/16/2015,8142,3700031821,13.87,1,2.99918E+24
-1,4/17/2015,8142,1E+15,77.95,1,3.37478E+24
-1,8/7/2015,8142,80490600305,10.68,2,3.08588E+24
-1,5/19/2015,8142,6365200640,10.13,1,2.77868E+25
-1,1/26/2016,8142,77105810358,9.42,1,1.78627E+26
-1,4/28/2015,8142,1E+15,0,6,3.43858E+24
-1,12/18/2015,8142,88411800720,5.86,1,1.77025E+26
-1,12/30/2015,8142,7000011370,7.1,1,3.67218E+24
-1,10/25/2015,8142,6260014261,12.98,1,4.34758E+24
-1,7/28/2015,8142,3700087447,20.45,1,3.05578E+25
-1,8/8/2015,8142,1E+15,0,1,3.96248E+23
-1,9/16/2015,8142,5650002539,46.26,1,3.24318E+25
-1,1/19/2016,8142,6464202767,42.7,1,1.78261E+26
-1,8/1/2015,8142,38151918187,12.09,1,3.07518E+25
-1,1/4/2016,8142,77105810396,28.46,1,4.67818E+24
-1,10/17/2015,8142,1E+15,44.5,1,4.30188E+23
-1,4/20/2015,8142,1E+15,0,1,3.39158E+24
-1,5/26/2015,8142,1E+15,7.32,1,1.68259E+25
-1,10/25/2015,8142,1E+15,76.52,1,4.34958E+24
-1,12/30/2015,8142,6210714126,35.58,1,4.66138E+24
-1,5/7/2015,8142,1E+15,0,1,3.48908E+24
1.4119E+11,12/14/2015,8142,6210700439,24.01,1,3.59858E+24
-1,10/6/2015,8142,80490600302,5.34,1,1.73651E+26
-1,10/30/2015,8142,1E+15,0,1,4.37558E+24
-1,7/26/2015,8142,1E+15,0,1,3.90038E+24
-1,10/23/2015,8142,1E+15,0,1,4.33408E+24
-1,4/14/2015,8142,80490600302,5.34,1,2.62388E+24
-1,5/12/2015,8142,5873997920,12.98,1,1.67944E+26
1.41141E+11,1/17/2016,8142,6230001938,17.78,1,3.74918E+24
-1,6/28/2015,8142,6700000462,9.93,2,1.69606E+26
-1,11/13/2015,8142,1E+15,0,1,4.44958E+24
-1,7/13/2015,8142,1E+15,23.3,2,3.83438E+24
-1,9/18/2015,8142,1E+15,0,1,1.72741E+25
-1,3/31/2015,8142,62173210010,19.56,1,2.56178E+24
-1,4/23/2015,8142,83997700233,11.2,1,1.67406E+26
-1,5/23/2015,8142,77105860086,6.75,1,2.79908E+25
-1,12/17/2015,8142,1E+15,152.08,1,4.60578E+24
-1,12/30/2015,8142,1E+15,8.9,3,1.77506E+26
-1,9/9/2015,8142,4740015657,46.26,1,1.72393E+26
-1,5/22/2015,8142,6260014252,28.46,1,2.79788E+25
-1,7/5/2015,8142,80490600303,5.34,1,1.69813E+26
-1,12/21/2015,8142,7830007025,11.2,1,4.62178E+24
-1,5/19/2015,8142,77105890009,14.22,1,3.54608E+24
-1,4/13/2015,8142,77141200001,1.69,1,3.34748E+24
-1,8/4/2015,8142,77105890011,14.22,1,1.70791E+26
-1,6/15/2015,8142,75830263577,26.68,1,2.87768E+25
-1,10/28/2015,8142,1E+15,51.6,1,4.36508E+24
-1,12/6/2015,8142,1E+15,10.68,1,3.56318E+24
-1,1/20/2016,8142,1E+15,0,1,4.75408E+23
-1,10/27/2015,8142,1E+15,31.13,1,4.36208E+24
-1,9/18/2015,8142,3980001139,13.33,1,4.17028E+24
-1,11/27/2015,8142,1E+15,0,1,4.50738E+24
-1,5/11/2015,8142,6002576845,32.02,1,3.51338E+24
-1,5/28/2015,8142,41410000221,17.36,1,2.82428E+24
-1,9/25/2015,8142,77105880123,1.76,1,1.73143E+26
-1,10/10/2015,8142,6723822154,10.66,1,3.35298E+25
-1,11/1/2015,8142,1E+15,0,1,1.74846E+26
-1,10/5/2015,8142,80490600305,5.34,1,3.32928E+24
-1,10/1/2015,8142,1E+15,21.25,1,4.22628E+24
-1,11/9/2015,8142,1E+15,0,1,4.42838E+24
1.4116E+11,10/5/2015,8142,72047350998,7.99,1,1.73569E+25
-1,7/23/2015,8142,7940033641,14.76,1,3.03518E+23
-1,10/1/2015,8142,77105810405,22.23,1,1.73394E+26
-1,10/23/2015,8142,5800000721,12.98,1,4.33378E+24
-1,8/8/2015,8142,1E+15,0,1,3.08898E+25
1.41218E+11,4/10/2015,8142,77105804162,4.97,1,1.67083E+25
1.34544E+11,7/8/2015,8142,72047326256,7.1,1,3.81028E+24
-1,11/12/2015,8142,5849638665,7.64,1,4.44558E+24
-1,5/7/2015,8142,4740012602,24.9,1,2.73048E+25
-1,4/17/2015,8142,1E+15,0,1,1.67275E+25
-1,12/15/2015,8142,1E+15,7.32,1,4.59528E+24
-1,10/10/2015,8142,6700000464,5.32,1,3.35388E+25
-1,8/23/2015,8142,1E+15,0,1,1.71624E+26
-1,8/10/2015,8142,1E+15,140.64,1,3.96768E+23
-1,12/6/2015,8142,1E+15,7.32,1,4.55488E+24
-1,7/6/2015,8142,1E+15,137.79,2,3.79598E+23
-1,12/8/2015,8142,1E+15,21.34,1,4.56308E+24
-1,11/6/2015,8142,72047353588,12.44,1,4.41598E+24
-1,8/5/2015,8142,77105811032,19.56,1,1.70846E+26
1.37779E+11,9/4/2015,8142,6926026602,32.02,1,4.10408E+24
-1,4/26/2015,8142,1E+15,55.52,1,3.42598E+24
-1,7/2/2015,8142,6210000157,6.21,1,2.95408E+25
-1,12/21/2015,8142,6210700464,39.14,1,1.77165E+25
-1,4/22/2015,8142,5650036221,32.91,1,2.66408E+25
-1,1/26/2016,8142,4138821042,11.2,1,1.78616E+26
-1,12/22/2015,8142,6220082928,44.48,1,3.63708E+24
-1,9/21/2015,8142,6260012534,11.2,1,4.18178E+24
-1,8/1/2015,8142,77105810982,8.53,1,3.93708E+24
-1,9/27/2015,8142,1E+15,5.34,1,1.7321E+26
-1,5/5/2015,8142,3700066381,13.33,1,3.48018E+24
-1,7/4/2015,8142,77105810880,13.33,1,2.96328E+25
1.39472E+11,7/2/2015,8142,6260006228,55.16,1,2.95608E+25
-1,10/18/2015,8142,62720762100,0,0,1.74161E+26
-1,8/24/2015,8142,1E+15,43.09,1,4.04478E+24
-1,10/23/2015,8142,5659400430,17.78,1,1.74391E+26
-1,6/6/2015,8142,1E+15,0,1,2.85518E+25
-1,6/11/2015,8142,1E+15,0,1,3.66968E+24
-1,8/22/2015,8142,1E+15,0,1,4.03778E+24
-1,8/2/2015,8142,4722343013,4.97,1,1.70741E+26
-1,9/23/2015,8142,77105810422,13.33,1,1.73031E+25
1.34563E+11,12/10/2015,8142,77105810372,12.98,1,1.76622E+26
-1,7/17/2015,8142,5610000357,13.87,1,1.70315E+26
-1,10/20/2015,8142,89359400209,8.53,1,1.74258E+26
1.34513E+11,11/27/2015,8142,6120022595,3.54,1,3.52988E+24
-1,7/30/2015,8142,77105890046,6.21,1,3.92598E+24
-1,12/29/2015,8142,1E+15,0,1,4.65658E+24
-1,9/25/2015,8142,77560407788,11.2,1,3.28048E+24
-1,4/27/2015,8142,38137104646,12.09,1,1.67536E+25
-1,10/21/2015,8142,7940022356,0.82,1,3.39138E+24
-1,11/26/2015,8142,78616265003,5.14,1,1.75969E+26
1.41218E+11,7/22/2015,8142,30997156500,21.29,1,1.70423E+25
1.34517E+11,12/9/2015,8142,5980000003,3.36,1,1.76567E+26
-1,9/20/2015,8142,72047347661,7.1,1,1.72871E+26
-1,6/10/2015,8142,77105810422,13.33,1,1.68911E+26
-1,9/9/2015,8142,6490040955,3.54,1,1.7242E+26
-1,6/18/2015,8142,6210000000,4.97,1,2.89548E+24
-1,5/29/2015,8142,77105840352,21.34,1,1.68322E+26
-1,8/21/2015,8142,1E+15,0,1,4.03438E+24
-1,6/23/2015,8142,77105840235,3.01,1,2.90988E+24
-1,10/8/2015,8142,41410000215,24.92,1,3.34008E+23
-1,5/8/2015,8142,6260012556,12.98,1,1.67853E+26
-1,10/19/2015,8142,77105880050,3.19,1,1.74219E+26
-1,7/25/2015,8142,1E+15,0,1,3.89538E+24
-1,10/5/2015,8142,1E+15,0,1,4.24258E+23
-1,9/26/2015,8142,1E+15,7.32,1,4.20488E+24
-1,4/9/2015,8142,77105810882,8.53,1,1.67045E+26
-1,8/4/2015,8142,3980001132,13.33,1,1.70797E+26
-1,12/7/2015,8142,1E+15,0,1,4.55558E+23
-1,12/18/2015,8142,1E+15,34.16,1,4.61148E+24
-1,10/28/2015,8142,1E+15,7.32,1,4.36868E+24
-1,9/5/2015,8142,6132853600,15.65,1,1.7226E+26
-1,6/19/2015,8142,5659485028,6.75,1,2.89748E+23
-1,10/17/2015,8142,1E+15,53.56,1,4.30508E+24
-1,7/4/2015,8142,1E+15,0,1,2.96138E+25
-1,12/7/2015,8142,77105880018,2.47,1,1.76476E+26
-1,4/15/2015,8142,3700088280,4.38,1,1.67225E+25
-1,10/27/2015,8142,5532500751,29.35,1,4.35868E+24
-1,8/24/2015,8142,1E+15,0,1,4.04558E+24
-1,9/18/2015,8142,1E+15,0,1,1.72783E+26
-1,4/29/2015,8142,1E+15,163.39,1,3.44398E+24
-1,11/25/2015,8142,6454131725,23.12,1,3.51858E+24
-1,12/4/2015,8142,1E+15,25.95,1,4.54508E+24
-1,9/23/2015,8142,41410000216,49.84,1,1.73045E+26
-1,10/10/2015,8142,1E+15,0,1,4.27218E+24
-1,10/29/2015,8142,3700030656,21.34,1,4.37048E+24
-1,1/26/2016,8142,77105890016,4.24,2,1.78596E+25
-1,9/6/2015,8142,6210700450,22.23,1,3.19718E+25
-1,7/16/2015,8142,77105840235,3.01,1,1.70262E+26
-1,7/15/2015,8142,1E+15,7.32,1,3.84438E+24
-1,10/9/2015,8142,1E+15,0,1,1.73831E+26
-1,5/9/2015,8142,4138800059,9.42,1,1.67863E+26
-1,11/22/2015,8142,62879105171,74.74,1,4.48528E+24
-1,5/5/2015,8142,6490000028,3.54,1,2.71658E+25
-1,9/10/2015,8142,3980001139,13.33,1,1.72485E+26
-1,10/23/2015,8142,1E+15,205.57,1,4.33308E+24
-1,7/31/2015,8142,5800085897,7.99,1,1.70682E+26
-1,11/18/2015,8142,5650035775,13.87,1,4.46408E+23
-1,5/6/2015,8142,1E+15,0,8,3.48288E+24
-1,10/3/2015,8142,6210714126,35.58,1,1.73476E+26
1.41343E+11,11/19/2015,8142,77401677487,35.58,1,3.49188E+23
-1,12/21/2015,8142,77105880046,3.19,1,1.7722E+26
-1,10/6/2015,8142,1E+15,7.32,1,4.24958E+23
-1,12/28/2015,8142,41410000222,34.71,1,1.77403E+26
-1,9/3/2015,8142,6132853200,3.49,1,3.18048E+24
-1,11/10/2015,8142,1E+15,0,1,4.43388E+24
-1,12/23/2015,8142,1E+15,32.04,3,1.77288E+25
-1,6/15/2015,8142,3600013983,4.22,3,2.87688E+24
-1,6/13/2015,8142,1E+15,-81.7,-4,3.68248E+24
-1,6/23/2015,8142,6260040096,34.69,1,2.90958E+24
-1,11/28/2015,8142,1E+15,92.79,1,4.51258E+23
-1,12/23/2015,8142,1E+15,0,-2,1.77276E+25
-1,6/24/2015,8142,4138800059,9.42,1,2.92368E+25
-1,8/22/2015,8142,1E+15,0,1,4.04038E+24
-1,9/3/2015,8142,77105880123,1.76,1,3.18028E+23
-1,7/29/2015,8142,1E+15,0,2,3.91778E+24
-1,5/12/2015,8142,7920000876,2.3,1,2.75098E+25
-1,11/15/2015,8142,8087801930,16,1,1.75481E+26
1.34514E+11,8/5/2015,8142,5800000512,17.66,2,1.70873E+26
-1,9/1/2015,8142,6170021031,18.67,1,4.08558E+24
-1,9/24/2015,8142,7094212410,6.75,1,3.27788E+24
-1,9/20/2015,8142,1E+15,0,1,3.25928E+25
-1,8/31/2015,8142,62879100513,21.34,1,4.08238E+24
1.4112E+11,12/16/2015,8142,77105804400,6.21,1,3.60608E+24
-1,7/20/2015,8142,6210000000,4.97,1,3.86828E+24
1.34513E+11,10/27/2015,8142,6533806695,30.24,1,3.40578E+24
-1,10/26/2015,8142,41410000221,17.36,1,3.40218E+23
-1,9/21/2015,8142,1E+15,0,1,4.17888E+24
1.41171E+11,10/13/2015,8142,1E+15,5.34,1,4.28248E+24
-1,8/26/2015,8142,80490600302,10.68,2,1.71846E+26
1.41231E+11,6/27/2015,8142,1E+15,0,1,1.69518E+26
-1,1/6/2016,8142,5559944333,33.8,1,4.68908E+24
-1,7/31/2015,8142,77105880037,6.89,3,3.93248E+24
1.3731E+11,12/24/2015,8142,6024543762,21.34,1,3.64678E+24
-1,5/27/2015,8142,3700022202,8.53,1,3.59148E+24
-1,12/11/2015,8142,1E+15,0,1,4.58118E+24
-1,11/23/2015,8142,1E+15,7.32,1,4.49008E+24
-1,7/31/2015,8142,5800031206,4.43,1,1.70658E+26
-1,3/31/2015,8142,61300872263,4.61,1,1.66829E+25
1.41338E+11,4/6/2015,8142,5565630204,9.77,1,3.30718E+24
-1,8/11/2015,8142,1E+15,45.37,1,3.97578E+24
-1,10/25/2015,8142,5005150303,4.97,1,3.40058E+25
-1,9/26/2015,8142,3746601901,6.75,1,4.20678E+24
-1,4/11/2015,8142,1E+15,0,1,2.61298E+25
-1,9/14/2015,8142,6700000174,7.08,2,3.22178E+24
-1,1/7/2016,8142,1E+15,7.32,1,4.69458E+24
-1,7/11/2015,8142,1E+15,0,11,3.82698E+24
-1,10/30/2015,8142,1E+15,0,1,4.37898E+24
1.34467E+11,12/2/2015,8142,72047370054,10.66,1,3.55188E+24
-1,5/26/2015,8142,1E+15,802.14,9,3.58718E+24
-1,12/11/2015,8142,80490601003,17.8,1,1.76686E+26
1.41239E+11,10/30/2015,8142,85535700112,62.28,1,4.37708E+24
-1,1/29/2016,8142,5770022296,3.19,1,1.78796E+26
-1,6/1/2015,8142,77105840235,6.02,2,1.68455E+25
-1,6/15/2015,8142,8087804323,15.65,1,2.87948E+25
-1,8/22/2015,8142,1E+15,22.18,1,4.03988E+24
-1,5/29/2015,8142,77105890010,18.67,1,2.82688E+24
-1,12/18/2015,8142,5650051054,24.01,1,1.77043E+26
-1,1/20/2016,8142,5546000050,25.79,1,4.75568E+24
-1,6/23/2015,8142,6202000068,3.54,1,1.69358E+25
-1,9/15/2015,8142,77105810680,18.67,1,4.15088E+24
-1,9/3/2015,8142,3700063707,18.67,1,3.18408E+24
-1,6/23/2015,8142,77105880037,2.3,1,2.91038E+24
-1,10/22/2015,8142,5770061849,4.08,1,1.74324E+25
-1,10/6/2015,8142,77105880037,2.47,1,3.33208E+24
-1,6/27/2015,8142,6210700503,39.14,1,2.93438E+25
-1,4/4/2015,8142,6230025783,12.98,1,2.57808E+25
-1,8/28/2015,8142,1E+15,32.22,1,4.06878E+24
-1,7/18/2015,8142,7033060315,12.44,1,3.00958E+25
-1,4/28/2015,8142,80490600502,17.8,2,2.68298E+24
1.34513E+11,11/29/2015,8142,6210700426,48.04,1,4.51768E+24
-1,9/22/2015,8142,6081503016,12.44,1,3.26968E+24
-1,11/20/2015,8142,1E+15,0,1,4.47758E+24
-1,11/21/2015,8142,77105890003,2.12,1,3.50558E+25
1.41218E+11,7/22/2015,8142,7417038878,5.27,1,1.70423E+25
-1,7/21/2015,8142,77105890009,14.22,1,3.02278E+24
-1,5/7/2015,8142,77105860025,5.32,1,3.49408E+24
-1,10/24/2015,8142,1E+15,0,1,4.34268E+23
-1,9/5/2015,8142,3700002925,13.87,1,1.72259E+26
-1,9/18/2015,8142,1E+15,0,1,4.16808E+24
-1,11/21/2015,8142,1E+15,0,1,1.75711E+26
-1,12/15/2015,8142,1E+15,0,1,4.59508E+23
-1,11/24/2015,8142,1E+15,7.32,1,4.49288E+24
-1,7/31/2015,8142,3600015949,13.87,1,3.93268E+24
-1,11/23/2015,8142,6464202159,20.45,1,3.51058E+24
-1,10/22/2015,8142,1E+15,0,1,4.32868E+24
-1,1/22/2016,8142,77105810640,12.44,1,4.77158E+24
-1,12/22/2015,8142,77105811249,19.56,1,3.63578E+24
-1,8/22/2015,8142,1E+15,0,1,4.03998E+24
-1,11/4/2015,8142,1E+15,33.8,1,4.40008E+23
-1,11/5/2015,8142,1E+15,13.53,1,4.40988E+24
-1,10/10/2015,8142,1E+15,0,1,4.27408E+24
-1,8/26/2015,8142,1E+15,7.32,1,4.05818E+24
1.34523E+11,7/12/2015,8142,1E+15,0,1,3.83018E+24
-1,12/7/2015,8142,77105811042,7.08,2,3.56768E+24
1.41159E+11,5/14/2015,8142,1E+15,281.93,1,3.52638E+23
1.41125E+11,7/4/2015,8142,7148651029,9.77,1,2.96148E+25
1.41338E+11,4/2/2015,8142,85509332005,28.46,1,2.57448E+24
-1,10/24/2015,8142,1E+15,0,1,4.34368E+24
-1,7/4/2015,8142,1E+15,0,1,3.79218E+24
-1,4/29/2015,8142,80490600401,7.12,1,2.68988E+24
-1,9/23/2015,8142,7940034822,14.76,1,3.27228E+24
-1,10/7/2015,8142,6565600006,22.23,1,1.7371E+26
-1,9/8/2015,8142,1204404012,13.33,1,1.72344E+26
-1,9/3/2015,8142,77105860261,5.32,1,3.18408E+24
-1,6/10/2015,8142,1E+15,5.34,1,3.66488E+24
-1,7/6/2015,8142,77105810550,17.78,1,1.69901E+26
-1,12/28/2015,8142,3600043190,32.91,1,3.66158E+25
-1,4/26/2015,8142,6490000034,3.54,1,1.67489E+26
-1,10/14/2015,8142,1E+15,-88.45,-1,4.28888E+24
-1,4/11/2015,8142,1E+15,7.19,1,3.34238E+24
-1,9/21/2015,8142,41410000216,49.84,1,1.72943E+26
-1,5/4/2015,8142,6260096032,34.69,1,2.71228E+25
-1,8/5/2015,8142,3700022205,8.53,1,1.70906E+26
-1,7/7/2015,8142,4203710328,20.45,1,3.80698E+24
-1,9/20/2015,8142,5610004187,12.98,1,1.7289E+26
-1,9/24/2015,8142,1E+15,0,1,4.19288E+24
-1,7/6/2015,8142,77105890011,14.22,1,1.69902E+26
-1,10/8/2015,8142,1E+15,58.72,1,4.26208E+24
-1,8/21/2015,8142,1E+15,0,1,1.71512E+26
-1,8/13/2015,8142,1E+15,55.34,1,3.98768E+24
-1,5/26/2015,8142,5610000117,26.68,1,3.58388E+24
-1,12/9/2015,8142,1E+15,7.32,1,4.56898E+24
-1,8/13/2015,8142,41410000221,17.36,1,1.71154E+25
-1,10/22/2015,8142,5621982391,37.36,1,1.74364E+26
-1,10/1/2015,8142,6210701321,16,1,4.22808E+24
-1,6/8/2015,8142,5800030124,13.87,1,1.68791E+26
-1,11/4/2015,8142,1E+15,0,1,4.40458E+24
1.34594E+11,10/25/2015,8142,5980000021,3.36,1,1.74473E+26
